Sociedad;Unidad de negocio;Segmento;Cuentas;Periodo;Año;Mes;Cecos;Cebes;Cliente;Material;Moneda;Real Periodo;Descripción cuenta;Volumen;UM;Subcategoria;Moneda;Real Periodo;;-1
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000461;20013479;Lempiras;900;Ventas Locales;440;ft3;Oxígeno;Dolares;37.28;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00000461;20013495;Lempiras;890;Ventas Locales;145;ft3;Acetileno;Dolares;36.87;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010105;HN-00000465;20013476;Lempiras;4800;Ventas Locales;880;ft3;Argón;Dolares;198.84;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000465;20013479;Lempiras;1800;Ventas Locales;880;ft3;Oxígeno;Dolares;74.57;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000484;20013479;Lempiras;880;Ventas Locales;880;ft3;Oxígeno;Dolares;36.45;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000496;20013479;Lempiras;1720;Ventas Locales;1720;ft3;Oxígeno;Dolares;71.25;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000505;20013479;Lempiras;2560;Ventas Locales;1760;ft3;Oxígeno;Dolares;106.05;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00000505;20013495;Lempiras;2760;Ventas Locales;435;ft3;Acetileno;Dolares;114.33;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000527;20013479;Lempiras;700;Ventas Locales;300;ft3;Oxígeno;Dolares;29;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010109;HN-00000528;20013491;Lempiras;1050;Ventas Locales;1;LB;CO2;Dolares;43.5;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000531;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000545;20013479;Lempiras;900;Ventas Locales;1986;ft3;Oxígeno;Dolares;37.28;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000557;20013479;Lempiras;1950;Ventas Locales;960;ft3;Oxígeno;Dolares;80.78;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000571;20013479;Lempiras;1350;Ventas Locales;660;ft3;Oxígeno;Dolares;55.92;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000595;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00000595;20013495;Lempiras;920;Ventas Locales;145;ft3;Acetileno;Dolares;38.11;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000599;20013479;Lempiras;1500;Ventas Locales;740;ft3;Oxígeno;Dolares;62.14;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000603;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000607;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010109;HN-00000609;20013491;Lempiras;1050;Ventas Locales;1;LB;CO2;Dolares;43.5;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000612;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000620;20013479;Lempiras;1650;Ventas Locales;820;ft3;Oxígeno;Dolares;68.35;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000622;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000626;20013479;Lempiras;300;Ventas Locales;300;ft3;Oxígeno;Dolares;12.43;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000632;20013479;Lempiras;3150;Ventas Locales;1540;ft3;Oxígeno;Dolares;130.49;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010109;HN-00000632;20013491;Lempiras;1050;Ventas Locales;55;LB;CO2;Dolares;43.5;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000639;20013479;Lempiras;10800;Ventas Locales;8520;ft3;Oxígeno;Dolares;447.39;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000640;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000644;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010138;HN-00000648;20013454;Lempiras;34750;Ventas Locales;1500;UND;Helio;Dolares;1439.52;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000648;20013479;Lempiras;48175;Ventas Locales;31390;ft3;Oxígeno;Dolares;1995.65;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010109;HN-00000648;20013491;Lempiras;1050;Ventas Locales;55;LB;CO2;Dolares;43.5;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00000648;70026951;Lempiras;41000;Otras Ventas;;UND;Consumibles;Dolares;1698.43;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000664;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000665;20013479;Lempiras;1200;Ventas Locales;600;ft3;Oxígeno;Dolares;49.71;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000676;20013479;Lempiras;1320;Ventas Locales;880;ft3;Oxígeno;Dolares;54.68;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00000676;20013495;Lempiras;920;Ventas Locales;220;ft3;Acetileno;Dolares;38.11;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000686;20013479;Lempiras;900;Ventas Locales;440;ft3;Oxígeno;Dolares;37.28;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000690;20013479;Lempiras;1950;Ventas Locales;960;ft3;Oxígeno;Dolares;80.78;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00000690;20013495;Lempiras;920;Ventas Locales;145;ft3;Acetileno;Dolares;38.11;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00000725;70026951;Lempiras;8200;Otras Ventas;;UND;Consumibles;Dolares;339.69;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000734;20013479;Lempiras;3000;Ventas Locales;1500;ft3;Oxígeno;Dolares;124.28;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000738;20013479;Lempiras;2500;Ventas Locales;1500;ft3;Oxígeno;Dolares;103.56;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000745;20013479;Lempiras;11105;Ventas Locales;8140;ft3;Oxígeno;Dolares;460.02;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000772;20013479;Lempiras;300;Ventas Locales;300;ft3;Oxígeno;Dolares;12.43;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00000777;110002085;Lempiras;432;Otras Ventas;;UND;Consumibles Extintores;Dolares;17.9;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000805;20013479;Lempiras;1200;Ventas Locales;600;ft3;Oxígeno;Dolares;49.71;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000807;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000809;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000810;20013479;Lempiras;1200;Ventas Locales;600;ft3;Oxígeno;Dolares;49.71;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000813;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000823;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00000849;10001909;Lempiras;960;Otras Ventas;;KG;Consumibles;Dolares;39.77;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00000849;20013444;Lempiras;1450;Otras Ventas;;UND;Extintor CO2;Dolares;60.07;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000863;20013479;Lempiras;900;Ventas Locales;440;ft3;Oxígeno;Dolares;37.28;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000874;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000890;20013479;Lempiras;900;Ventas Locales;440;ft3;Oxígeno;Dolares;37.28;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000898;20013479;Lempiras;600;Ventas Locales;145;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000904;20013479;Lempiras;600;Ventas Locales;220;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000907;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000909;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000913;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00000934;10001909;Lempiras;34000;Otras Ventas;;KG;Consumibles;Dolares;1408.45;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00000952;20013495;Lempiras;980;Ventas Locales;145;ft3;Acetileno;Dolares;40.6;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010105;HN-00000953;20013476;Lempiras;1100;Ventas Locales;165;ft3;Argón;Dolares;45.57;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000954;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000958;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000963;20013479;Lempiras;1600;Ventas Locales;585;ft3;Oxígeno;Dolares;66.28;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000964;20013479;Lempiras;3600;Ventas Locales;2200;ft3;Oxígeno;Dolares;149.13;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00000964;20013495;Lempiras;4450;Ventas Locales;725;ft3;Acetileno;Dolares;184.34;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000969;20013479;Lempiras;2400;Ventas Locales;1200;ft3;Oxígeno;Dolares;99.42;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000985;20013479;Lempiras;102065;Ventas Locales;51470;ft3;Oxígeno;Dolares;4228.04;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010109;HN-00000985;20013491;Lempiras;1050;Ventas Locales;1;LB;CO2;Dolares;43.5;;
B005;Gases;Honduras;4011010008;7;2020;julio;;B005010942;HN-00000985;60000062;Lempiras;600;Ventas Servicios;;UND;Servicios;Dolares;24.86;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00000985;70026951;Lempiras;64200;Otras Ventas;;UND;Consumibles;Dolares;2659.49;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010105;HN-00000994;20013476;Lempiras;1500;Ventas Locales;220;ft3;Argón;Dolares;62.14;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00000998;20013479;Lempiras;1290;Ventas Locales;660;ft3;Oxígeno;Dolares;53.44;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001003;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001011;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001021;20013479;Lempiras;4050;Ventas Locales;1980;ft3;Oxígeno;Dolares;167.77;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001025;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001030;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001036;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010165;HN-00001038;20013477;Lempiras;1050;Ventas Locales;300;ft3;Nitrogeno;Dolares;43.5;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001040;20013479;Lempiras;1620;Ventas Locales;600;ft3;Oxígeno;Dolares;67.11;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010109;HN-00001040;20013491;Lempiras;1450;Ventas Locales;1;LB;CO2;Dolares;60.07;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001041;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001044;20013479;Lempiras;250;Ventas Locales;125;ft3;Oxígeno;Dolares;10.36;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001054;20013479;Lempiras;6600;Ventas Locales;3300;ft3;Oxígeno;Dolares;273.41;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00001054;20013495;Lempiras;1780;Ventas Locales;290;ft3;Acetileno;Dolares;73.74;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001064;20013479;Lempiras;1350;Ventas Locales;660;ft3;Oxígeno;Dolares;55.92;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001067;20013479;Lempiras;1800;Ventas Locales;900;ft3;Oxígeno;Dolares;74.57;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001075;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001078;20013479;Lempiras;264;Ventas Locales;120;ft3;Oxígeno;Dolares;10.94;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001079;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001102;20013479;Lempiras;1800;Ventas Locales;900;ft3;Oxígeno;Dolares;74.57;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001118;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001121;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001147;20013479;Lempiras;1650;Ventas Locales;820;ft3;Oxígeno;Dolares;68.35;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001158;20013479;Lempiras;560;Ventas Locales;300;ft3;Oxígeno;Dolares;23.2;;
B005;Gases;Honduras;4011010004;7;2020;julio;;B005010711;HN-00001167;20013442;Lempiras;8200;Otras Ventas;;UND;Extintor CO2;Dolares;339.69;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010170;HN-00001179;20013479;Lempiras;1200;Ventas Locales;600;ft3;Oxígeno;Dolares;49.71;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00001179;20013495;Lempiras;623.7;Ventas Locales;220;ft3;Acetileno;Dolares;25.84;;
B005;Gases;Honduras;4011010001;7;2020;julio;;B005010101;HN-00001181;20013495;Lempiras;920;Ventas Locales;145;ft3;Acetileno;Dolares;38.11;;
B005;Gases;Honduras;4011010003;8;2020;agosto;;B005010102;HN-00000001;20013450;Lempiras;14473.4436;Ventas Compañías;1800;UND;Aire comprimido;Dolares;599.56;;
B005;Gases;Honduras;4011010003;8;2020;agosto;;B005010138;HN-00000001;20013460;Lempiras;98909.24901;Ventas Compañías;2400;UND;Helio;Dolares;4097.32;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000029;20013479;Lempiras;2400;Ventas Locales;2799;ft3;Oxígeno;Dolares;99.42;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000053;20013479;Lempiras;1200;Ventas Locales;600;ft3;Oxígeno;Dolares;49.71;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000054;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010109;HN-00000069;20013491;Lempiras;2400;Ventas Locales;140;LB;CO2;Dolares;99.42;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000083;20013479;Lempiras;2200;Ventas Locales;1200;ft3;Oxígeno;Dolares;91.14;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000120;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000131;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000132;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010413;HN-00000138;60000243;Lempiras;2340;Ventas Locales;;UND;Extinguidor-CO2;Dolares;96.93;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000150;20013479;Lempiras;1050;Ventas Locales;165;ft3;Oxígeno;Dolares;43.5;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000152;20013476;Lempiras;21000;Ventas Locales;4400;ft3;Argón;Dolares;869.93;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000153;20013476;Lempiras;18900;Ventas Locales;3960;ft3;Argón;Dolares;782.93;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000166;20013479;Lempiras;25560;Ventas Locales;27000;ft3;Oxígeno;Dolares;1058.82;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000172;20013479;Lempiras;7020;Ventas Locales;3900;ft3;Oxígeno;Dolares;290.8;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000172;20013495;Lempiras;9200;Ventas Locales;1450;ft3;Acetileno;Dolares;381.11;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000197;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010004;8;2020;agosto;;B005010711;HN-00000202;10001909;Lempiras;11200;Otras Ventas;;KG;Consumibles;Dolares;463.96;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000210;20013495;Lempiras;2760;Ventas Locales;3;ft3;Acetileno;Dolares;114.33;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000213;20013479;Lempiras;1800;Ventas Locales;880;ft3;Oxígeno;Dolares;74.57;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000223;20013479;Lempiras;900;Ventas Locales;440;ft3;Oxígeno;Dolares;37.28;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000234;20013476;Lempiras;1450;Ventas Locales;220;ft3;Argón;Dolares;60.07;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010109;HN-00000234;20013491;Lempiras;2100;Ventas Locales;110;LB;CO2;Dolares;86.99;;
B005;Gases;Honduras;4011010004;8;2020;agosto;;B005010711;HN-00000234;130004277;Lempiras;2442;Otras Ventas;;LB;Consumibles;Dolares;101.16;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000236;20013495;Lempiras;890;Ventas Locales;145;ft3;Acetileno;Dolares;36.87;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010109;HN-00000243;20013491;Lempiras;1050;Ventas Locales;55;LB;CO2;Dolares;43.5;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000246;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000249;20013476;Lempiras;8700;Ventas Locales;1320;ft3;Argón;Dolares;360.4;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000249;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000249;20013495;Lempiras;1810;Ventas Locales;290;ft3;Acetileno;Dolares;74.98;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000261;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000262;20013479;Lempiras;21060;Ventas Locales;11700;ft3;Oxígeno;Dolares;872.41;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000266;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010109;HN-00000276;20013491;Lempiras;1050;Ventas Locales;55;LB;CO2;Dolares;43.5;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000278;20013479;Lempiras;340;Ventas Locales;165;ft3;Oxígeno;Dolares;14.08;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000278;20013495;Lempiras;920;Ventas Locales;145;ft3;Acetileno;Dolares;38.11;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000279;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000282;20013479;Lempiras;1350;Ventas Locales;440;ft3;Oxígeno;Dolares;55.92;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000285;20013479;Lempiras;5400;Ventas Locales;2640;ft3;Oxígeno;Dolares;223.7;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010165;HN-00000290;20013477;Lempiras;4200;Ventas Locales;1200;ft3;Nitrogeno;Dolares;173.99;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010109;HN-00000290;20013491;Lempiras;26400;Ventas Locales;1370;LB;CO2;Dolares;1093.62;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000291;20013479;Lempiras;20490;Ventas Locales;12540;ft3;Oxígeno;Dolares;848.8;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000291;20013495;Lempiras;9790;Ventas Locales;1595;ft3;Acetileno;Dolares;405.55;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000298;20013479;Lempiras;19596;Ventas Locales;20700;ft3;Oxígeno;Dolares;811.76;;
B005;Gases;Honduras;4011010004;8;2020;agosto;;B005010711;HN-00000301;10001909;Lempiras;9600;Otras Ventas;;KG;Consumibles;Dolares;397.68;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000302;20013476;Lempiras;2400;Ventas Locales;440;ft3;Argón;Dolares;99.42;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000315;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000324;20013476;Lempiras;1400;Ventas Locales;220;ft3;Argón;Dolares;58;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010165;HN-00000324;20013477;Lempiras;2100;Ventas Locales;600;ft3;Nitrogeno;Dolares;86.99;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010109;HN-00000334;20013491;Lempiras;6300;Ventas Locales;330;LB;CO2;Dolares;260.98;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000339;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000341;20013476;Lempiras;1450;Ventas Locales;220;ft3;Argón;Dolares;60.07;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000347;20013479;Lempiras;1200;Ventas Locales;600;ft3;Oxígeno;Dolares;49.71;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010109;HN-00000353;20013491;Lempiras;1350;Ventas Locales;70;LB;CO2;Dolares;55.92;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000363;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000389;20013495;Lempiras;627.99;Ventas Locales;220;ft3;Acetileno;Dolares;26.01;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000391;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000429;20013479;Lempiras;600;Ventas Locales;300;ft3;Oxígeno;Dolares;24.86;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010105;HN-00000442;20013476;Lempiras;2900;Ventas Locales;440;ft3;Argón;Dolares;120.13;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000445;20013479;Lempiras;1680;Ventas Locales;900;ft3;Oxígeno;Dolares;69.59;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000447;20013479;Lempiras;1200;Ventas Locales;600;ft3;Oxígeno;Dolares;49.71;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010101;HN-00000447;20013495;Lempiras;1840;Ventas Locales;290;ft3;Acetileno;Dolares;76.22;;
B005;Gases;Honduras;4011010001;8;2020;agosto;;B005010170;HN-00000448;20013479;Lempiras;450;Ventas Locales;220;ft3;Oxígeno;Dolares;18.64;;
